time,open,high,low,close,Volume
2024-05-20T06:30:00-07:00,420.07,422.8,419.99,422.8,52225
2024-05-20T06:35:00-07:00,422.67,423.85,422.47,423.5,48414
2024-05-20T06:40:00-07:00,423.55,425.24,423.45,425,56543
2024-05-20T06:45:00-07:00,424.97,425.4,424.77,425.07,41347
2024-05-20T06:50:00-07:00,425.07,426.61,425.07,426.27,75164
2024-05-20T06:55:00-07:00,426.26,426.77,426.1,426.29,26303
2024-05-20T07:00:00-07:00,426.32,426.32,425.36,425.37,25290
2024-05-20T07:05:00-07:00,425.36,425.36,424.64,424.86,25307
2024-05-20T07:10:00-07:00,424.88,425.13,424.4,424.56,21622
2024-05-20T07:15:00-07:00,424.5,425.3,424.48,425.08,27852
2024-05-20T07:20:00-07:00,425.04,425.23,424.65,425.04,10094
2024-05-20T07:25:00-07:00,425.04,425.3,424.71,424.93,13132
2024-05-20T07:30:00-07:00,424.95,425.09,424.73,424.91,9713
2024-05-20T07:35:00-07:00,424.9,425.06,424.74,424.94,10893
2024-05-20T07:40:00-07:00,424.94,425.665,424.94,425.31,17683
2024-05-20T07:45:00-07:00,425.31,425.5,424.84,425.07,13821
2024-05-20T07:50:00-07:00,425.075,425.17,424.22,424.3,8526
2024-05-20T07:55:00-07:00,424.3,424.3,423.75,423.83,11621
2024-05-20T08:00:00-07:00,423.82,424.59,423.78,424.43,15095
2024-05-20T08:05:00-07:00,424.43,424.66,424.32,424.42,5538
2024-05-20T08:10:00-07:00,424.49,424.65,424.2,424.2,5049
2024-05-20T08:15:00-07:00,424.21,424.22,423.75,423.77,7351
2024-05-20T08:20:00-07:00,423.77,424.36,423.73,424.23,6360
2024-05-20T08:25:00-07:00,424.25,424.56,424.22,424.48,9040
2024-05-20T08:30:00-07:00,424.5,425.02,424.47,424.96,11194
2024-05-20T08:35:00-07:00,424.98,425.12,424.81,424.85,5910
2024-05-20T08:40:00-07:00,424.85,424.91,424.58,424.6,8925
2024-05-20T08:45:00-07:00,424.62,424.85,424.56,424.77,6258
2024-05-20T08:50:00-07:00,424.76,424.82,424.59,424.59,7870
2024-05-20T08:55:00-07:00,424.55,424.75,424.53,424.62,4555
2024-05-20T09:00:00-07:00,424.64,425.09,424.64,425.08,9670
2024-05-20T09:05:00-07:00,425.09,425.13,424.94,425,6408
2024-05-20T09:10:00-07:00,425,425,424.67,424.89,6498
2024-05-20T09:15:00-07:00,424.9,425.01,424.8,424.94,5837
2024-05-20T09:20:00-07:00,424.95,425.04,424.78,424.85,5348
2024-05-20T09:25:00-07:00,424.82,425.1,424.8,425.1,10003
2024-05-20T09:30:00-07:00,425.05,425.25,424.94,424.99,5763
2024-05-20T09:35:00-07:00,424.98,425.31,424.98,425.3,12089
2024-05-20T09:40:00-07:00,425.32,425.7,425.2,425.63,8500
2024-05-20T09:45:00-07:00,425.645,425.645,425.34,425.41,4507
2024-05-20T09:50:00-07:00,425.4,425.7,425.4,425.56,4326
2024-05-20T09:55:00-07:00,425.545,425.67,425.44,425.67,7204
2024-05-20T10:00:00-07:00,425.65,425.83,425.61,425.72,7984
2024-05-20T10:05:00-07:00,425.7,425.76,425.49,425.62,8567
2024-05-20T10:10:00-07:00,425.64,425.65,425.08,425.19,8423
2024-05-20T10:15:00-07:00,425.17,425.4,425.07,425.19,8341
2024-05-20T10:20:00-07:00,425.17,425.26,424.76,424.87,8313
2024-05-20T10:25:00-07:00,424.87,424.96,424.39,424.7,10034
2024-05-20T10:30:00-07:00,424.67,424.93,424.65,424.89,6648
2024-05-20T10:35:00-07:00,424.85,425,424.77,424.9,7508
2024-05-20T10:40:00-07:00,424.93,425.05,424.74,424.94,10683
2024-05-20T10:45:00-07:00,424.92,424.99,424.69,424.69,7530
2024-05-20T10:50:00-07:00,424.71,424.85,424.52,424.6,6169
2024-05-20T10:55:00-07:00,424.54,425.03,424.5,424.98,4639
2024-05-20T11:00:00-07:00,424.96,425.04,424.78,424.83,4674
2024-05-20T11:05:00-07:00,424.79,424.8,423.82,424.34,15955
2024-05-20T11:10:00-07:00,424.4,424.59,424.3,424.37,5545
2024-05-20T11:15:00-07:00,424.38,424.56,424.17,424.3,13439
2024-05-20T11:20:00-07:00,424.32,424.59,424.32,424.5,3584
2024-05-20T11:25:00-07:00,424.46,424.95,424.46,424.93,3644
2024-05-20T11:30:00-07:00,424.92,425.05,424.78,424.83,7518
2024-05-20T11:35:00-07:00,424.86,424.97,424.84,424.93,4794
2024-05-20T11:40:00-07:00,424.98,425.1,424.92,424.95,7604
2024-05-20T11:45:00-07:00,424.99,425,424.72,424.74,6069
2024-05-20T11:50:00-07:00,424.76,424.81,424.6,424.69,4543
2024-05-20T11:55:00-07:00,424.7,424.7,424.45,424.47,5649
2024-05-20T12:00:00-07:00,424.44,424.57,424.22,424.52,5705
2024-05-20T12:05:00-07:00,424.51,424.6,424.33,424.6,7119
2024-05-20T12:10:00-07:00,424.6,424.75,424.51,424.73,7324
2024-05-20T12:15:00-07:00,424.72,424.94,424.68,424.76,10408
2024-05-20T12:20:00-07:00,424.74,424.88,424.65,424.74,8746
2024-05-20T12:25:00-07:00,424.73,424.98,424.69,424.98,6990
2024-05-20T12:30:00-07:00,424.96,425.04,424.72,424.79,14301
2024-05-20T12:35:00-07:00,424.81,425.1,424.72,424.98,15411
2024-05-20T12:40:00-07:00,424.96,425.06,424.825,425,9259
