time,open,high,low,close,Volume
2024-05-20T06:30:00-07:00,93.75,94.508,93.45,94.4,2489450
2024-05-20T06:35:00-07:00,94.4,94.94,94.3,94.629,1592810
2024-05-20T06:40:00-07:00,94.654,94.7,94.366,94.585,1009770
2024-05-20T06:45:00-07:00,94.6,94.9,94.4,94.584,1082830
2024-05-20T06:50:00-07:00,94.594,95.076,94.594,95.067,1613210
2024-05-20T06:55:00-07:00,95.065,95.088,94.74,94.97,937050
2024-05-20T07:00:00-07:00,94.968,95.203,94.727,94.787,879510
2024-05-20T07:05:00-07:00,94.782,94.9,94.563,94.71,637520
2024-05-20T07:10:00-07:00,94.72,94.9,94.59,94.733,528500
2024-05-20T07:15:00-07:00,94.722,94.841,94.416,94.772,693010
2024-05-20T07:20:00-07:00,94.78,94.97,94.734,94.74,451290
2024-05-20T07:25:00-07:00,94.761,94.84,94.637,94.8,501250
2024-05-20T07:30:00-07:00,94.822,94.865,94.663,94.686,410010
2024-05-20T07:35:00-07:00,94.7,94.802,94.64,94.699,444170
2024-05-20T07:40:00-07:00,94.69,94.82,94.54,94.6475,561080
2024-05-20T07:45:00-07:00,94.636,94.757,94.584,94.737,550220
2024-05-20T07:50:00-07:00,94.75,94.926,94.677,94.831,539100
2024-05-20T07:55:00-07:00,94.825,94.83,94.575,94.647,367270
2024-05-20T08:00:00-07:00,94.63,94.658,94.444,94.479,388760
2024-05-20T08:05:00-07:00,94.483,94.49,94.33,94.457,344640
2024-05-20T08:10:00-07:00,94.451,94.537,94.238,94.385,623510
2024-05-20T08:15:00-07:00,94.395,94.419,94.21,94.35,313740
2024-05-20T08:20:00-07:00,94.359,94.542,94.208,94.514,639000
2024-05-20T08:25:00-07:00,94.517,94.66,94.513,94.568,434690
2024-05-20T08:30:00-07:00,94.573,94.64,94.401,94.411,379660
2024-05-20T08:35:00-07:00,94.4,94.438,94.272,94.331,495900
2024-05-20T08:40:00-07:00,94.345,94.35,94.03,94.103,641990
