time,open,high,low,close,Volume
2024-05-20T06:30:00-07:00,184.315,186.47,184.18,186.3,213470
2024-05-20T06:35:00-07:00,186.26,186.665,186.08,186.12,103059
2024-05-20T06:40:00-07:00,186.13,186.235,185.7,185.98,60862
2024-05-20T06:45:00-07:00,185.97,186.12,185.86,185.97,78730
2024-05-20T06:50:00-07:00,185.99,186.28,185.85,186.04,65585
2024-05-20T06:55:00-07:00,186.045,186.05,185.52,185.78,48174
2024-05-20T07:00:00-07:00,185.84,186.12,185.63,185.93,38389
2024-05-20T07:05:00-07:00,185.92,185.92,185.2,185.3,61596
2024-05-20T07:10:00-07:00,185.3,185.46,184.9,185.01,93854
2024-05-20T07:15:00-07:00,185.03,185.3,184.97,185.21,38370
2024-05-20T07:20:00-07:00,185.22,185.41,185.16,185.26,26819
2024-05-20T07:25:00-07:00,185.29,185.5,185.08,185.38,53886
2024-05-20T07:30:00-07:00,185.39,185.39,184.82,184.9,53297
2024-05-20T07:35:00-07:00,184.895,185.1,184.87,184.97,30254
2024-05-20T07:40:00-07:00,184.97,185.18,184.92,184.94,27314
2024-05-20T07:45:00-07:00,184.94,185.18,184.92,185.17,20670
2024-05-20T07:50:00-07:00,185.19,185.31,185.14,185.22,35062
2024-05-20T07:55:00-07:00,185.22,185.22,184.77,184.9,45502
2024-05-20T08:00:00-07:00,184.92,185.16,184.86,185.08,20889
2024-05-20T08:05:00-07:00,185.09,185.15,184.81,184.93,19954
2024-05-20T08:10:00-07:00,184.92,185.14,184.87,184.89,11478
2024-05-20T08:15:00-07:00,184.9,184.97,184.68,184.87,37546
2024-05-20T08:20:00-07:00,184.89,184.95,184.72,184.92,42855
2024-05-20T08:25:00-07:00,184.93,185.11,184.93,185.02,21160
2024-05-20T08:30:00-07:00,185.04,185.2,184.91,185.1,34400
2024-05-20T08:35:00-07:00,185.095,185.25,185.05,185.1,25055
2024-05-20T08:40:00-07:00,185.14,185.14,184.94,185.01,22505
2024-05-20T08:45:00-07:00,185.01,185.09,184.86,184.92,32864
2024-05-20T08:50:00-07:00,184.92,184.925,184.74,184.76,21661
2024-05-20T08:55:00-07:00,184.74,184.85,184.65,184.74,25361
2024-05-20T09:00:00-07:00,184.74,184.87,184.74,184.81,12122
2024-05-20T09:05:00-07:00,184.84,184.94,184.84,184.87,9629
2024-05-20T09:10:00-07:00,184.87,184.87,184.68,184.75,16813
2024-05-20T09:15:00-07:00,184.76,184.8,184.54,184.54,31793
2024-05-20T09:20:00-07:00,184.57,184.62,184.43,184.49,33649
2024-05-20T09:25:00-07:00,184.48,184.59,184.36,184.54,45630
2024-05-20T09:30:00-07:00,184.54,184.55,184.31,184.48,44925
2024-05-20T09:35:00-07:00,184.47,184.545,184.345,184.51,23156
2024-05-20T09:40:00-07:00,184.52,184.67,184.42,184.48,39174
2024-05-20T09:45:00-07:00,184.515,184.53,184.35,184.36,20455
2024-05-20T09:50:00-07:00,184.38,184.58,184.37,184.52,40481
2024-05-20T09:55:00-07:00,184.51,184.6,184.49,184.54,15177
2024-05-20T10:00:00-07:00,184.54,184.61,184.46,184.52,26207
2024-05-20T10:05:00-07:00,184.51,184.51,184.33,184.47,47315
2024-05-20T10:10:00-07:00,184.46,184.46,184.28,184.42,24099
2024-05-20T10:15:00-07:00,184.4,184.6,184.33,184.495,26242
2024-05-20T10:20:00-07:00,184.49,184.5,184.22,184.28,31704
2024-05-20T10:25:00-07:00,184.28,184.33,183.94,184.05,59800
2024-05-20T10:30:00-07:00,184.05,184.1,183.97,184.04,30550
2024-05-20T10:35:00-07:00,184.04,184.04,183.5,183.67,120388
2024-05-20T10:40:00-07:00,183.66,183.8,183.365,183.78,63626
2024-05-20T10:45:00-07:00,183.8,183.87,183.55,183.59,40653
2024-05-20T10:50:00-07:00,183.61,183.72,183.51,183.66,25574
2024-05-20T10:55:00-07:00,183.65,183.7,183.6,183.66,18308
2024-05-20T11:00:00-07:00,183.66,183.78,183.54,183.58,33533
2024-05-20T11:05:00-07:00,183.58,183.67,183.28,183.52,61434
2024-05-20T11:10:00-07:00,183.53,183.74,183.43,183.54,30035
2024-05-20T11:15:00-07:00,183.53,183.73,183.52,183.58,18546
2024-05-20T11:20:00-07:00,183.58,183.61,183.52,183.58,22657
2024-05-20T11:25:00-07:00,183.57,183.78,183.56,183.76,22313
2024-05-20T11:30:00-07:00,183.77,183.92,183.77,183.83,26754
2024-05-20T11:35:00-07:00,183.85,183.88,183.65,183.8,42500
2024-05-20T11:40:00-07:00,183.81,183.98,183.79,183.91,29067
2024-05-20T11:45:00-07:00,183.91,183.93,183.77,183.87,30154
2024-05-20T11:50:00-07:00,183.87,183.95,183.79,183.905,21282
2024-05-20T11:55:00-07:00,183.905,183.91,183.73,183.73,17715
2024-05-20T12:00:00-07:00,183.73,183.82,183.61,183.74,26377
2024-05-20T12:05:00-07:00,183.74,183.87,183.69,183.87,25777
2024-05-20T12:10:00-07:00,183.86,183.86,183.72,183.82,29625
2024-05-20T12:15:00-07:00,183.82,183.83,183.69,183.72,34959
2024-05-20T12:20:00-07:00,183.71,183.75,183.67,183.73,27065
2024-05-20T12:25:00-07:00,183.72,183.77,183.67,183.74,25973
2024-05-20T12:30:00-07:00,183.73,183.75,183.5,183.6,84105
2024-05-20T12:35:00-07:00,183.59,183.66,183.53,183.63,35567
2024-05-20T12:40:00-07:00,183.61,183.66,183.48,183.63,50237
2024-05-20T12:45:00-07:00,183.63,183.69,183.47,183.53,59250
2024-05-20T12:50:00-07:00,183.52,183.64,183.36,183.39,90444
2024-05-20T12:55:00-07:00,183.37,183.63,183.35,183.59,206878
2024-05-21T06:30:00-07:00,182.13,182.39,181.07,181.72,325222
2024-05-21T06:35:00-07:00,181.76,182.72,181.48,182.015,202887
2024-05-21T06:40:00-07:00,182,182.11,180.84,181.2,278621
2024-05-21T06:45:00-07:00,181.18,181.19,180.75,180.85,261460
2024-05-21T06:50:00-07:00,180.88,181.37,180.85,181.32,100814
2024-05-21T06:55:00-07:00,181.32,181.82,181.16,181.81,146069
2024-05-21T07:00:00-07:00,181.82,182.05,181.56,181.61,104567
2024-05-21T07:05:00-07:00,181.62,181.63,181.1,181.32,104511
2024-05-21T07:10:00-07:00,181.33,181.34,180.84,181.01,134931
2024-05-21T07:15:00-07:00,181.01,181.22,180.91,180.93,115668
