time,open,high,low,close,Volume
2024-05-20T06:30:00-07:00,177.65,177.78,175.41,175.48,368305
2024-05-20T06:35:00-07:00,175.47,176.13,174.49,174.58,454311
2024-05-20T06:40:00-07:00,174.59,175.64,174.48,175.5,308480
2024-05-20T06:45:00-07:00,175.49,175.7,174.45,174.57,298750
2024-05-20T06:50:00-07:00,174.5,175.2,174.49,174.87,191742
2024-05-20T06:55:00-07:00,174.88,174.88,173.94,174.1,349770
2024-05-20T07:00:00-07:00,174.13,174.99,173.82,174.87,194501
2024-05-20T07:05:00-07:00,174.88,175.48,174.78,175.39,201455
2024-05-20T07:10:00-07:00,175.38,175.83,175,175.34,211996
2024-05-20T07:15:00-07:00,175.36,175.48,174.6,174.72,134654
2024-05-20T07:20:00-07:00,174.72,175.28,174.31,174.46,129104
2024-05-20T07:25:00-07:00,174.46,174.78,174.04,174.74,158958
2024-05-20T07:30:00-07:00,174.74,175.09,174.36,174.97,107960
2024-05-20T07:35:00-07:00,174.95,175.49,174.9,175.47,108237
2024-05-20T07:40:00-07:00,175.48,175.48,175.17,175.4,62661
2024-05-20T07:45:00-07:00,175.4,175.74,175.2,175.49,101198
2024-05-20T07:50:00-07:00,175.49,175.67,175.34,175.39,47429
2024-05-20T07:55:00-07:00,175.38,175.55,174.73,174.91,100999
2024-05-20T08:00:00-07:00,174.92,175.015,174.53,174.73,64618
2024-05-20T08:05:00-07:00,174.72,174.78,174.28,174.34,109072
2024-05-20T08:10:00-07:00,174.33,174.5,174.18,174.25,100801
2024-05-20T08:15:00-07:00,174.26,174.47,174.07,174.39,95863
2024-05-20T08:20:00-07:00,174.39,174.59,174.13,174.45,80444
2024-05-20T08:25:00-07:00,174.46,174.69,174.34,174.35,72426
2024-05-20T08:30:00-07:00,174.33,174.64,174.25,174.6,53959
2024-05-20T08:35:00-07:00,174.6,174.89,174.48,174.65,60944
2024-05-20T08:40:00-07:00,174.63,174.64,174.16,174.32,68021
2024-05-20T08:45:00-07:00,174.315,174.33,173.88,174.14,124962
2024-05-20T08:50:00-07:00,174.16,174.18,173.76,173.87,125341
2024-05-20T08:55:00-07:00,173.87,174.21,173.62,173.99,106605
2024-05-20T09:00:00-07:00,174,174.29,173.99,174.16,54517
2024-05-20T09:05:00-07:00,174.16,174.37,174.02,174.06,52450
2024-05-20T09:10:00-07:00,174.04,174.16,173.82,174.1,53216
2024-05-20T09:15:00-07:00,174.08,174.12,173.66,173.67,73341
2024-05-20T09:20:00-07:00,173.67,173.88,173.6,173.81,57093
2024-05-20T09:25:00-07:00,173.77,174.21,173.76,174.09,68740
2024-05-20T09:30:00-07:00,174.08,174.28,173.88,174.07,82721
2024-05-20T09:35:00-07:00,174.08,174.45,174.08,174.44,49639
2024-05-20T09:40:00-07:00,174.44,174.66,174.33,174.65,74787
2024-05-20T09:45:00-07:00,174.65,174.69,174.45,174.55,40726
2024-05-20T09:50:00-07:00,174.54,174.77,174.52,174.65,67649
2024-05-20T09:55:00-07:00,174.64,174.78,174.56,174.64,38554
2024-05-20T10:00:00-07:00,174.63,174.92,174.41,174.74,65848
2024-05-20T10:05:00-07:00,174.74,175.05,174.65,174.9,90291
2024-05-20T10:10:00-07:00,174.93,175.25,174.89,175.23,56990
2024-05-20T10:15:00-07:00,175.23,175.25,174.86,174.95,53026
2024-05-20T10:20:00-07:00,174.95,174.98,174.69,174.73,41882
2024-05-20T10:25:00-07:00,174.71,174.8,174.14,174.25,61607
2024-05-20T10:30:00-07:00,174.25,174.26,174,174.1,54745
2024-05-20T10:35:00-07:00,174.1,174.25,174.06,174.11,32882
2024-05-20T10:40:00-07:00,174.12,174.25,173.94,174.23,61135
2024-05-20T10:45:00-07:00,174.22,174.47,174.22,174.33,35502
2024-05-20T10:50:00-07:00,174.33,174.52,174.33,174.48,31660
2024-05-20T10:55:00-07:00,174.46,174.58,174.42,174.52,37143
2024-05-20T11:00:00-07:00,174.51,174.53,174.22,174.32,33707
2024-05-20T11:05:00-07:00,174.32,174.33,173.52,173.94,97864
2024-05-20T11:10:00-07:00,173.96,174.1,173.9,173.9,55005
2024-05-20T11:15:00-07:00,173.88,174.07,173.75,173.9,58311
2024-05-20T11:20:00-07:00,173.93,174.06,173.83,173.96,36059
2024-05-20T11:25:00-07:00,173.98,174.27,173.93,174.26,79952
2024-05-20T11:30:00-07:00,174.27,174.54,174.18,174.33,44698
2024-05-20T11:35:00-07:00,174.33,174.43,174.27,174.42,34795
2024-05-20T11:40:00-07:00,174.43,174.65,174.42,174.59,39622
2024-05-20T11:45:00-07:00,174.59,174.67,174.53,174.55,34307
2024-05-20T11:50:00-07:00,174.56,174.62,174.37,174.56,40461
2024-05-20T11:55:00-07:00,174.55,174.67,174.39,174.555,31690
2024-05-20T12:00:00-07:00,174.56,174.78,174.44,174.72,46135
2024-05-20T12:05:00-07:00,174.72,174.79,174.64,174.78,30061
2024-05-20T12:10:00-07:00,174.76,174.9,174.68,174.9,41897
2024-05-20T12:15:00-07:00,174.89,174.92,174.81,174.85,26995
2024-05-20T12:20:00-07:00,174.84,174.9,174.665,174.84,39991
2024-05-20T12:25:00-07:00,174.85,174.93,174.77,174.9,35310
2024-05-20T12:30:00-07:00,174.9,174.99,174.78,174.83,52908
2024-05-20T12:35:00-07:00,174.84,174.86,174.51,174.57,51415
2024-05-20T12:40:00-07:00,174.57,174.885,174.56,174.84,55566
2024-05-20T12:45:00-07:00,174.84,174.92,174.63,174.635,43754
2024-05-20T12:50:00-07:00,174.62,174.86,174.48,174.81,89043
2024-05-20T12:55:00-07:00,174.82,175.02,174.7,174.96,111859
2024-05-21T06:30:00-07:00,175.51,178.53,174.71,178.33,717386
2024-05-21T06:35:00-07:00,178.37,178.75,177.44,177.64,535729
2024-05-21T06:40:00-07:00,177.64,178.65,177.63,178.59,357381
2024-05-21T06:45:00-07:00,178.6,179.26,178.52,178.84,434858
2024-05-21T06:50:00-07:00,178.84,178.9,177.82,178.33,241428
2024-05-21T06:55:00-07:00,178.33,178.88,178.02,178.16,177388
2024-05-21T07:00:00-07:00,178.14,179.69,178.05,179.35,354965
2024-05-21T07:05:00-07:00,179.37,179.5,178.74,178.84,150482
2024-05-21T07:10:00-07:00,178.83,179.05,178.39,178.39,128593
2024-05-21T07:15:00-07:00,178.39,178.58,178.16,178.27,138398
2024-05-21T07:20:00-07:00,178.27,178.43,177.58,177.83,139646
2024-05-21T07:25:00-07:00,177.8,178.28,177.61,178.13,103956
2024-05-21T07:30:00-07:00,178.15,178.38,177.78,178.12,99402
2024-05-21T07:35:00-07:00,178.12,178.69,178.095,178.46,99051
2024-05-21T07:40:00-07:00,178.46,178.81,178.33,178.43,113283
2024-05-21T07:45:00-07:00,178.45,178.45,177.98,178.14,103734
2024-05-21T07:50:00-07:00,178.15,178.63,177.97,178.45,87267
2024-05-21T07:55:00-07:00,178.46,178.72,178.17,178.55,56120
2024-05-21T08:00:00-07:00,178.53,178.96,178.47,178.81,92416
2024-05-21T08:05:00-07:00,178.81,178.98,178.62,178.88,86571
2024-05-21T08:10:00-07:00,178.88,179.1,178.69,178.96,104563
2024-05-21T08:15:00-07:00,178.96,179.2,178.84,179.06,80246
2024-05-21T08:20:00-07:00,179.08,179.21,178.74,178.87,82318
2024-05-21T08:25:00-07:00,178.86,179.07,178.74,178.89,69002
2024-05-21T08:30:00-07:00,178.89,179.05,178.7,178.9,71493
2024-05-21T08:35:00-07:00,178.84,178.84,178.42,178.51,67898
2024-05-21T08:40:00-07:00,178.5,178.64,178.14,178.64,69187
2024-05-21T08:45:00-07:00,178.65,178.84,178.55,178.79,52245
2024-05-21T08:50:00-07:00,178.8,178.99,178.62,178.93,57300
2024-05-21T08:55:00-07:00,178.93,180.14,178.87,180.08,361861
2024-05-21T09:00:00-07:00,180.09,181.41,180.08,181.32,372670
2024-05-21T09:05:00-07:00,181.33,181.9,181,181.87,210809
2024-05-21T09:10:00-07:00,181.88,182.14,181.63,181.88,242449
2024-05-21T09:15:00-07:00,181.87,182.16,181.46,181.65,153480
2024-05-21T09:20:00-07:00,181.66,181.91,181.36,181.87,113457
2024-05-21T09:25:00-07:00,181.86,182.12,181.55,181.86,123891
2024-05-21T09:30:00-07:00,181.85,182.2,181.47,181.65,131345
2024-05-21T09:35:00-07:00,181.64,181.75,181.21,181.3,95000
2024-05-21T09:40:00-07:00,181.32,181.32,180.75,180.87,120101
2024-05-21T09:45:00-07:00,180.87,180.99,180.54,180.75,93695
2024-05-21T09:50:00-07:00,180.78,181.06,180.74,180.95,79962
2024-05-21T09:55:00-07:00,180.95,181.13,180.72,181.01,69115
2024-05-21T10:00:00-07:00,181,181.28,180.62,181.22,72340
2024-05-21T10:05:00-07:00,181.229,181.63,181.06,181.08,95181
2024-05-21T10:10:00-07:00,181.1,181.35,180.86,181.21,61084
2024-05-21T10:15:00-07:00,181.22,181.42,181.14,181.32,42496
2024-05-21T10:20:00-07:00,181.32,181.54,181.16,181.24,85044
2024-05-21T10:25:00-07:00,181.24,181.715,181.03,181.64,76944
2024-05-21T10:30:00-07:00,181.64,182.63,181.58,182.61,221168
2024-05-21T10:35:00-07:00,182.62,183.48,182.62,183.48,255399
2024-05-21T10:40:00-07:00,183.47,183.52,182.75,182.87,127636
2024-05-21T10:45:00-07:00,182.88,183.06,182.72,182.94,72318
2024-05-21T10:50:00-07:00,182.94,183.78,182.83,183.63,197490
2024-05-21T10:55:00-07:00,183.64,183.89,183.41,183.87,172812
2024-05-21T11:00:00-07:00,183.87,184.18,183.76,183.81,193985
2024-05-21T11:05:00-07:00,183.83,184.43,183.82,184.15,172180
2024-05-21T11:10:00-07:00,184.16,184.76,184.04,184.76,147184
2024-05-21T11:15:00-07:00,184.77,185.32,184.63,185.32,303930
2024-05-21T11:20:00-07:00,185.31,185.51,184.87,185.04,249581
2024-05-21T11:25:00-07:00,185.04,185.21,184.35,184.41,252503
2024-05-21T11:30:00-07:00,184.41,185.16,184.38,185.08,185767
2024-05-21T11:35:00-07:00,185.08,185.98,185.02,185.82,265772
2024-05-21T11:40:00-07:00,185.8,186.16,185.78,186.03,242965
2024-05-21T11:45:00-07:00,186.01,186.55,185.77,185.95,237345
2024-05-21T11:50:00-07:00,185.93,186.31,185.51,185.94,235519
2024-05-21T11:55:00-07:00,185.94,186.08,185.57,185.88,136819
2024-05-21T12:00:00-07:00,185.86,185.91,185.03,185.03,181209
2024-05-21T12:05:00-07:00,185.05,185.64,185.04,185.32,156935
2024-05-21T12:10:00-07:00,185.33,185.54,185.09,185.32,145068
2024-05-21T12:15:00-07:00,185.3,185.53,185.05,185.23,134249
2024-05-21T12:20:00-07:00,185.23,185.28,184.81,184.81,139448
2024-05-21T12:25:00-07:00,184.83,184.87,184.41,184.75,203095
2024-05-21T12:30:00-07:00,184.77,184.94,184.65,184.77,95116
2024-05-21T12:35:00-07:00,184.78,185.23,184.78,185.21,155535
2024-05-21T12:40:00-07:00,185.18,185.59,185.02,185.56,134214
2024-05-21T12:45:00-07:00,185.56,186.17,185.53,186.14,184576
